"age";"name";"man";"woman"
"35–39 лет";Ростовская область;1931;1872
"35–39 лет";Рязанская область;358;247
"35–39 лет";Самарская область;2533;2001
"35–39 лет";Саратовская область;1016;1005
"35–39 лет";Сахалинская область;218;195
"35–39 лет";Свердловская область;2200;1889
"35–39 лет";Смоленская область;393;432
"35–39 лет";Ставропольский край;932;975
"35–39 лет";Тамбовская область;552;465
"35–39 лет";Тверская область;339;290
"35–39 лет";Томская область;1389;1466
"35–39 лет";Тульская область;1003;615
"35–39 лет";Тюменская область;770;509
"35–39 лет";Удмуртская Республика;997;818
"35–39 лет";Ульяновская область;720;640
"35–39 лет";Хабаровский край;940;909
"35–39 лет";Ханты-Мансийский автономный округ;404;297
"35–39 лет";Челябинская область;1721;2012
"35–39 лет";Чеченская Республика;205;166
"35–39 лет";Чувашская Республика;814;645
"35–39 лет";Чукотский автономный округ;9;3
"35–39 лет";Ямало-Ненецкий автономный округ;20;1
"35–39 лет";Ярославская область;446;433
"40 лет и старше";Алтайский край;562;1065
"40 лет и старше";Амурская область;246;261
"40 лет и старше";Архангельская область;214;336
"40 лет и старше";Астраханская область;525;477
"40 лет и старше";Белгородская область;593;761
"40 лет и старше";Брянская область;333;276
"40 лет и старше";Владимирская область;613;473
"40 лет и старше";Волгоградская область;973;809
"40 лет и старше";Вологодская область;309;312
"40 лет и старше";Воронежская область;1005;914
"40 лет и старше";г. Москва;8677;12655
"40 лет и старше";г.Санкт-Петербург;2473;2754
"40 лет и старше";г.Севастополь;269;208
"40 лет и старше";Еврейская автономная область;72;166
"40 лет и старше";Забайкальский край;401;547
"40 лет и старше";Ивановская область;275;290
"40 лет и старше";Иркутская область;1126;1058
"40 лет и старше";Кабардино-Балкарская Республика;131;107
"40 лет и старше";Калининградская область;297;301
"40 лет и старше";Калужская область;366;270
"40 лет и старше";Камчатский край;119;135
"40 лет и старше";Карачаево-Черкесская Республика;75;16
"40 лет и старше";Кемеровская область;683;865
"40 лет и старше";Кировская область;413;486
"40 лет и старше";Костромская область;118;211
"40 лет и старше";Краснодарский край;700;1205
"40 лет и старше";Красноярский край;776;931
"40 лет и старше";Курганская область;351;451
"40 лет и старше";Курская область;553;842
"40 лет и старше";Ленинградская область;78;249
"40 лет и старше";Липецкая область;216;232
"40 лет и старше";Магаданская область;95;53
"40 лет и старше";Московская область;1212;1503
"40 лет и старше";Мурманская область;238;87
"40 лет и старше";Нижегородская область;764;702
"40 лет и старше";Новгородская область;79;88
"40 лет и старше";Новосибирская область;1138;1447
"40 лет и старше";Омская область;1674;2214
"40 лет и старше";Оренбургская область;546;1819
"40 лет и старше";Орловская область;337;480
"40 лет и старше";Пензенская область;252;270
"40 лет и старше";Пермский край;523;694
"40 лет и старше";Приморский край;764;711
"40 лет и старше";Псковская область;226;315
"40 лет и старше";Республика Адыгея;231;185
"40 лет и старше";Республика Алтай;22;57
"40 лет и старше";Республика Башкортостан;1365;1506
"40 лет и старше";Республика Бурятия;493;589
"40 лет и старше";Республика Дагестан;498;352
"40 лет и старше";Республика Ингушетия;102;82
"40 лет и старше";Республика Калмыкия;186;306
"40 лет и старше";Республика Карелия;108;95
"40 лет и старше";Республика Коми;327;299
"40 лет и старше";Республика Крым;438;484
"40 лет и старше";Республика Марий Эл;333;427
"40 лет и старше";Республика Мордовия;279;284
"40 лет и старше";Республика Саха (Якутия);435;600
"40 лет и старше";Республика Северная Осетия - Алания;217;246
"40 лет и старше";Республика Татарстан;1446;1388
"40 лет и старше";Республика Тыва;57;85
"40 лет и старше";Республика Хакасия;112;199
"40 лет и старше";Ростовская область;1645;1912
"40 лет и старше";Рязанская область;299;197
"40 лет и старше";Самарская область;2380;2200
"40 лет и старше";Саратовская область;838;1117
"40 лет и старше";Сахалинская область;195;170
"40 лет и старше";Свердловская область;1749;1593
"40 лет и старше";Смоленская область;326;439
"40 лет и старше";Ставропольский край;957;911
"40 лет и старше";Тамбовская область;452;557
"40 лет и старше";Тверская область;268;302
"40 лет и старше";Томская область;1099;1392
"40 лет и старше";Тульская область;1029;649
"40 лет и старше";Тюменская область;520;436
"40 лет и старше";Удмуртская Республика;672;765
"40 лет и старше";Ульяновская область;554;705
"40 лет и старше";Хабаровский край;708;876
"40 лет и старше";Ханты-Мансийский автономный округ;217;240
"40 лет и старше";Челябинская область;1147;1988
"40 лет и старше";Чеченская Республика;193;130
"40 лет и старше";Чувашская Республика;637;683
"40 лет и старше";Чукотский автономный округ;4;2
"40 лет и старше";Ямало-Ненецкий автономный округ;15;1
"40 лет и старше";Ярославская область;305;438
