"age";"name";"man";"woman"
"22 года";Самарская область;5382;5954
"22 года";Саратовская область;3607;4640
"22 года";Сахалинская область;199;250
"22 года";Свердловская область;5780;6392
"22 года";Смоленская область;1015;1475
"22 года";Ставропольский край;3645;4009
"22 года";Тамбовская область;1514;1763
"22 года";Тверская область;909;1282
"22 года";Томская область;3284;3407
"22 года";Тульская область;1727;1982
"22 года";Тюменская область;2534;2913
"22 года";Удмуртская Республика;2063;2748
"22 года";Ульяновская область;2091;2168
"22 года";Хабаровский край;1952;2162
"22 года";Ханты-Мансийский автономный округ;1055;1272
"22 года";Челябинская область;3721;5500
"22 года";Чеченская Республика;1788;1913
"22 года";Чувашская Республика;2027;2175
"22 года";Чукотский автономный округ;1;1
"22 года";Ямало-Ненецкий автономный округ;29;0
"22 года";Ярославская область;1645;2270
"23 года";Алтайский край;1916;2610
"23 года";Амурская область;541;679
"23 года";Архангельская область;725;895
"23 года";Астраханская область;1222;1235
"23 года";Белгородская область;2483;2492
"23 года";Брянская область;1106;937
"23 года";Владимирская область;1153;1080
"23 года";Волгоградская область;2509;2571
"23 года";Вологодская область;761;910
"23 года";Воронежская область;4028;4174
"23 года";г. Москва;30817;31623
"23 года";г.Санкт-Петербург;12611;14634
"23 года";г.Севастополь;466;368
"23 года";Еврейская автономная область;40;106
"23 года";Забайкальский край;722;983
"23 года";Ивановская область;1032;1136
"23 года";Иркутская область;2618;2801
"23 года";Кабардино-Балкарская Республика;693;582
"23 года";Калининградская область;713;852
"23 года";Калужская область;705;924
"23 года";Камчатский край;168;128
"23 года";Карачаево-Черкесская Республика;491;339
"23 года";Кемеровская область;2065;2176
"23 года";Кировская область;979;1303
"23 года";Костромская область;306;427
"23 года";Краснодарский край;4237;5100
"23 года";Красноярский край;2799;2786
"23 года";Курганская область;601;720
"23 года";Курская область;1634;2088
"23 года";Ленинградская область;159;325
"23 года";Липецкая область;797;849
"23 года";Магаданская область;99;130
"23 года";Московская область;2867;3251
"23 года";Мурманская область;294;231
"23 года";Нижегородская область;3622;4266
"23 года";Новгородская область;174;252
"23 года";Новосибирская область;3333;4308
"23 года";Омская область;2812;3247
"23 года";Оренбургская область;1562;2064
"23 года";Орловская область;1427;1579
"23 года";Пензенская область;1415;1338
"23 года";Пермский край;2273;2453
"23 года";Приморский край;1784;1771
"23 года";Псковская область;370;424
"23 года";Республика Адыгея;807;660
"23 года";Республика Алтай;102;173
"23 года";Республика Башкортостан;4328;4719
"23 года";Республика Бурятия;730;964
"23 года";Республика Дагестан;2226;2095
"23 года";Республика Ингушетия;501;347
"23 года";Республика Калмыкия;519;412
"23 года";Республика Карелия;371;506
"23 года";Республика Коми;577;531
"23 года";Республика Крым;1185;1128
"23 года";Республика Марий Эл;842;851
"23 года";Республика Мордовия;1145;1466
"23 года";Республика Саха (Якутия);1067;1149
"23 года";Республика Северная Осетия - Алания;980;860
"23 года";Республика Татарстан;7366;6753
"23 года";Республика Тыва;222;313
"23 года";Республика Хакасия;273;425
"23 года";Ростовская область;6086;5788
"23 года";Рязанская область;1125;1282
"23 года";Самарская область;4342;4276
"23 года";Саратовская область;2869;3223
"23 года";Сахалинская область;214;197
"23 года";Свердловская область;4474;4974
"23 года";Смоленская область;868;1036
"23 года";Ставропольский край;2952;2881
"23 года";Тамбовская область;1440;1558
"23 года";Тверская область;815;902
"23 года";Томская область;2739;2622
"23 года";Тульская область;1385;1514
"23 года";Тюменская область;2142;2125
"23 года";Удмуртская Республика;1884;1943
"23 года";Ульяновская область;1689;1596
"23 года";Хабаровский край;1493;1590
"23 года";Ханты-Мансийский автономный округ;982;944
"23 года";Челябинская область;3178;4192
"23 года";Чеченская Республика;1674;1459
"23 года";Чувашская Республика;1900;1519
"23 года";Чукотский автономный округ;2;2
"23 года";Ямало-Ненецкий автономный округ;38;2
"23 года";Ярославская область;1202;1628
"24 года";Алтайский край;1251;1538
"24 года";Амурская область;407;465
"24 года";Архангельская область;544;496
"24 года";Астраханская область;935;735
"24 года";Белгородская область;2219;1081
"24 года";Брянская область;716;578
"24 года";Владимирская область;773;664
"24 года";Волгоградская область;1694;1510
"24 года";Вологодская область;528;593
"24 года";Воронежская область;2840;2330
"24 года";г. Москва;18188;18078
"24 года";г.Санкт-Петербург;7207;7954
"24 года";г.Севастополь;290;180
"24 года";Еврейская автономная область;41;64
"24 года";Забайкальский край;470;617
"24 года";Ивановская область;736;696
"24 года";Иркутская область;1901;1903
"24 года";Кабардино-Балкарская Республика;449;284
"24 года";Калининградская область;493;533
"24 года";Калужская область;415;475
"24 года";Камчатский край;109;124
"24 года";Карачаево-Черкесская Республика;228;262
"24 года";Кемеровская область;1354;1311
"24 года";Кировская область;733;645
"24 года";Костромская область;241;289
"24 года";Краснодарский край;2845;3068
"24 года";Красноярский край;1718;1613
"24 года";Курганская область;453;447
"24 года";Курская область;1176;1491
"24 года";Ленинградская область;176;252
"24 года";Липецкая область;609;589
"24 года";Магаданская область;75;82
"24 года";Московская область;2003;1953
"24 года";Мурманская область;192;148
"24 года";Нижегородская область;2219;2223
"24 года";Новгородская область;132;129
"24 года";Новосибирская область;2068;2325
"24 года";Омская область;1990;2145
"24 года";Оренбургская область;906;1235
"24 года";Орловская область;1030;1155
"24 года";Пензенская область;779;874
"24 года";Пермский край;1441;1397
"24 года";Приморский край;994;980
"24 года";Псковская область;277;306
"24 года";Республика Адыгея;673;488
"24 года";Республика Алтай;43;93
"24 года";Республика Башкортостан;3061;2773
"24 года";Республика Бурятия;520;635
"24 года";Республика Дагестан;1582;1472
"24 года";Республика Ингушетия;305;319
"24 года";Республика Калмыкия;381;318
"24 года";Республика Карелия;285;284
"24 года";Республика Коми;402;347
"24 года";Республика Крым;797;766
"24 года";Республика Марий Эл;524;514
"24 года";Республика Мордовия;721;760
"24 года";Республика Саха (Якутия);726;789
"24 года";Республика Северная Осетия - Алания;733;583
"24 года";Республика Татарстан;4502;4057
"24 года";Республика Тыва;169;256
"24 года";Республика Хакасия;181;327
"24 года";Ростовская область;4371;3574
"24 года";Рязанская область;693;738
"24 года";Самарская область;3077;2466
"24 года";Саратовская область;1870;1850
"24 года";Сахалинская область;191;167
"24 года";Свердловская область;2880;3119
"24 года";Смоленская область;570;605
"24 года";Ставропольский край;2084;1619
"24 года";Тамбовская область;1169;918
"24 года";Тверская область;699;531
"24 года";Томская область;1627;1338
"24 года";Тульская область;965;900
"24 года";Тюменская область;1402;1283
"24 года";Удмуртская Республика;1178;1030
"24 года";Ульяновская область;1035;1004
"24 года";Хабаровский край;921;979
"24 года";Ханты-Мансийский автономный округ;655;560
"24 года";Челябинская область;2186;2815
"24 года";Чеченская Республика;1100;840
"24 года";Чувашская Республика;1247;1018
"24 года";Чукотский автономный округ;2;1
"24 года";Ямало-Ненецкий автономный округ;27;2
"24 года";Ярославская область;877;1070
"25 лет";Алтайский край;847;904
"25 лет";Амурская область;325;334
"25 лет";Архангельская область;314;323
"25 лет";Астраханская область;678;436
"25 лет";Белгородская область;1205;932
"25 лет";Брянская область;480;311
"25 лет";Владимирская область;509;395
"25 лет";Волгоградская область;1161;867
"25 лет";Вологодская область;427;353
"25 лет";Воронежская область;2121;1073
"25 лет";г. Москва;12503;11060
"25 лет";г.Санкт-Петербург;4404;4109
"25 лет";г.Севастополь;232;109
"25 лет";Еврейская автономная область;37;53
"25 лет";Забайкальский край;410;461
"25 лет";Ивановская область;507;309
"25 лет";Иркутская область;1532;1192
"25 лет";Кабардино-Балкарская Республика;267;178
"25 лет";Калининградская область;354;255
"25 лет";Калужская область;310;345
"25 лет";Камчатский край;81;85
"25 лет";Карачаево-Черкесская Республика;241;147
"25 лет";Кемеровская область;1010;706
"25 лет";Кировская область;471;437
"25 лет";Костромская область;198;164
"25 лет";Краснодарский край;1846;1671
"25 лет";Красноярский край;1323;1046
"25 лет";Курганская область;334;361
"25 лет";Курская область;856;757
"25 лет";Ленинградская область;148;164
"25 лет";Липецкая область;442;364
"25 лет";Магаданская область;62;56
"25 лет";Московская область;1492;1213
"25 лет";Мурманская область;184;115
"25 лет";Нижегородская область;1519;1077
"25 лет";Новгородская область;102;84
"25 лет";Новосибирская область;1424;1314
"25 лет";Омская область;1682;1502
"25 лет";Оренбургская область;722;712
"25 лет";Орловская область;800;737
"25 лет";Пензенская область;453;593
"25 лет";Пермский край;1073;847
"25 лет";Приморский край;701;590
"25 лет";Псковская область;198;198
"25 лет";Республика Адыгея;710;276
"25 лет";Республика Алтай;36;60
"25 лет";Республика Башкортостан;2193;1625
"25 лет";Республика Бурятия;388;406
"25 лет";Республика Дагестан;1112;927
"25 лет";Республика Ингушетия;291;280
"25 лет";Республика Калмыкия;285;202
"25 лет";Республика Карелия;187;170
"25 лет";Республика Коми;301;272
"25 лет";Республика Крым;569;438
"25 лет";Республика Марий Эл;364;263
"25 лет";Республика Мордовия;543;389
"25 лет";Республика Саха (Якутия);564;601
"25 лет";Республика Северная Осетия - Алания;513;396
"25 лет";Республика Татарстан;2969;1961
"25 лет";Республика Тыва;161;227
"25 лет";Республика Хакасия;149;221
"25 лет";Ростовская область;3047;1803
"25 лет";Рязанская область;527;386
"25 лет";Самарская область;2258;1442
"25 лет";Саратовская область;1279;885
"25 лет";Сахалинская область;137;125
"25 лет";Свердловская область;1971;1637
"25 лет";Смоленская область;425;368
"25 лет";Ставропольский край;1277;926
"25 лет";Тамбовская область;835;582
"25 лет";Тверская область;660;329
"25 лет";Томская область;1045;778
"25 лет";Тульская область;705;509
"25 лет";Тюменская область;981;679
"25 лет";Удмуртская Республика;871;544
"25 лет";Ульяновская область;784;545
"25 лет";Хабаровский край;713;661
"25 лет";Ханты-Мансийский автономный округ;407;296
"25 лет";Челябинская область;1608;1721
"25 лет";Чеченская Республика;467;555
"25 лет";Чувашская Республика;903;578
"25 лет";Чукотский автономный округ;2;1
"25 лет";Ямало-Ненецкий автономный округ;14;0
"25 лет";Ярославская область;558;541
"26 лет";Алтайский край;606;595
"26 лет";Амурская область;209;217
"26 лет";Архангельская область;222;217
"26 лет";Астраханская область;494;288
"26 лет";Белгородская область;612;371
"26 лет";Брянская область;389;172
"26 лет";Владимирская область;431;234
"26 лет";Волгоградская область;861;548
"26 лет";Вологодская область;333;223
"26 лет";Воронежская область;1426;682
"26 лет";г. Москва;8904;7671
"26 лет";г.Санкт-Петербург;3053;2646
"26 лет";г.Севастополь;124;77
"26 лет";Еврейская автономная область;34;29
"26 лет";Забайкальский край;306;479
"26 лет";Ивановская область;378;179
"26 лет";Иркутская область;1112;856
"26 лет";Кабардино-Балкарская Республика;162;134
"26 лет";Калининградская область;296;173
"26 лет";Калужская область;259;267
"26 лет";Камчатский край;71;79
"26 лет";Карачаево-Черкесская Республика;117;82
"26 лет";Кемеровская область;736;461
"26 лет";Кировская область;346;227
"26 лет";Костромская область;135;114
"26 лет";Краснодарский край;1213;974
"26 лет";Красноярский край;818;642
"26 лет";Курганская область;299;280
"26 лет";Курская область;570;498
"26 лет";Ленинградская область;143;149
"26 лет";Липецкая область;343;221
"26 лет";Магаданская область;55;51
"26 лет";Московская область;1113;787
"26 лет";Мурманская область;149;67
"26 лет";Нижегородская область;891;637
"26 лет";Новгородская область;86;85
"26 лет";Новосибирская область;940;825
"26 лет";Омская область;1345;1052
"26 лет";Оренбургская область;522;425
"26 лет";Орловская область;528;458
"26 лет";Пензенская область;402;383
"26 лет";Пермский край;707;496
"26 лет";Приморский край;530;336
"26 лет";Псковская область;174;137
"26 лет";Республика Адыгея;422;199
"26 лет";Республика Алтай;30;58
"26 лет";Республика Башкортостан;1516;953
"26 лет";Республика Бурятия;299;276
"26 лет";Республика Дагестан;876;642
"26 лет";Республика Ингушетия;166;216
"26 лет";Республика Калмыкия;195;116
"26 лет";Республика Карелия;122;113
"26 лет";Республика Коми;242;191
"26 лет";Республика Крым;377;264
"26 лет";Республика Марий Эл;216;156
"26 лет";Республика Мордовия;345;220
"26 лет";Республика Саха (Якутия);364;430
"26 лет";Республика Северная Осетия - Алания;264;181
"26 лет";Республика Татарстан;1893;1095
"26 лет";Республика Тыва;101;167
"26 лет";Республика Хакасия;83;135
"26 лет";Ростовская область;1831;1115
"26 лет";Рязанская область;370;204
"26 лет";Самарская область;1640;911
"26 лет";Саратовская область;892;547
"26 лет";Сахалинская область;94;79
"26 лет";Свердловская область;1478;1007
"26 лет";Смоленская область;380;262
"26 лет";Ставропольский край;1007;623
"26 лет";Тамбовская область;683;478
"26 лет";Тверская область;435;261
"26 лет";Томская область;821;615
"26 лет";Тульская область;504;325
"26 лет";Тюменская область;690;385
"26 лет";Удмуртская Республика;564;394
"26 лет";Ульяновская область;560;360
"26 лет";Хабаровский край;570;535
"26 лет";Ханты-Мансийский автономный округ;289;184
"26 лет";Челябинская область;1342;1012
"26 лет";Чеченская Республика;417;387
"26 лет";Чувашская Республика;557;368
"26 лет";Чукотский автономный округ;4;1
"26 лет";Ямало-Ненецкий автономный округ;14;1
"26 лет";Ярославская область;371;318
"27 лет";Алтайский край;442;446
"27 лет";Амурская область;145;111
"27 лет";Архангельская область;153;183
"27 лет";Астраханская область;392;235
"27 лет";Белгородская область;375;267
"27 лет";Брянская область;276;128
"27 лет";Владимирская область;334;210
"27 лет";Волгоградская область;663;385
"27 лет";Вологодская область;223;147
"27 лет";Воронежская область;957;477
"27 лет";г. Москва;6121;4953
"27 лет";г.Санкт-Петербург;2253;1832
"27 лет";г.Севастополь;125;51
"27 лет";Еврейская автономная область;22;24
"27 лет";Забайкальский край;395;379
"27 лет";Ивановская область;331;124
"27 лет";Иркутская область;919;678
"27 лет";Кабардино-Балкарская Республика;122;69
"27 лет";Калининградская область;235;127
"27 лет";Калужская область;162;148
"27 лет";Камчатский край;60;57
"27 лет";Карачаево-Черкесская Республика;120;51
"27 лет";Кемеровская область;525;354
"27 лет";Кировская область;237;202
"27 лет";Костромская область;122;57
"27 лет";Краснодарский край;915;757
"27 лет";Красноярский край;629;497
"27 лет";Курганская область;237;234
"27 лет";Курская область;474;342
"27 лет";Ленинградская область;107;165
"27 лет";Липецкая область;239;124
"27 лет";Магаданская область;40;36
"27 лет";Московская область;865;561
"27 лет";Мурманская область;154;64
"27 лет";Нижегородская область;645;460
"27 лет";Новгородская область;58;47
"27 лет";Новосибирская область;682;528
"27 лет";Омская область;1058;838
"27 лет";Оренбургская область;409;342
"27 лет";Орловская область;457;298
"27 лет";Пензенская область;348;327
"27 лет";Пермский край;554;393
"27 лет";Приморский край;389;246
"27 лет";Псковская область;149;101
"27 лет";Республика Адыгея;314;148
"27 лет";Республика Алтай;23;45
"27 лет";Республика Башкортостан;1005;648
"27 лет";Республика Бурятия;226;242
"27 лет";Республика Дагестан;710;486
"27 лет";Республика Ингушетия;195;157
"27 лет";Республика Калмыкия;144;122
"27 лет";Республика Карелия;84;85
"27 лет";Республика Коми;178;140
"27 лет";Республика Крым;278;191
"27 лет";Республика Марий Эл;144;124
"27 лет";Республика Мордовия;188;135
"27 лет";Республика Саха (Якутия);324;324
"27 лет";Республика Северная Осетия - Алания;215;126
"27 лет";Республика Татарстан;1304;758
"27 лет";Республика Тыва;89;147
"27 лет";Республика Хакасия;65;104
"27 лет";Ростовская область;1410;725
"27 лет";Рязанская область;288;197
"27 лет";Самарская область;1185;753
"27 лет";Саратовская область;686;412
"27 лет";Сахалинская область;83;71
"27 лет";Свердловская область;1120;775
"27 лет";Смоленская область;293;158
"27 лет";Ставропольский край;691;501
"27 лет";Тамбовская область;525;344
"27 лет";Тверская область;335;180
"27 лет";Томская область;574;447
"27 лет";Тульская область;416;238
"27 лет";Тюменская область;532;271
"27 лет";Удмуртская Республика;470;357
"27 лет";Ульяновская область;398;240
"27 лет";Хабаровский край;458;407
"27 лет";Ханты-Мансийский автономный округ;241;145
"27 лет";Челябинская область;1118;711
"27 лет";Чеченская Республика;372;377
"27 лет";Чувашская Республика;417;230
"27 лет";Чукотский автономный округ;2;3
"27 лет";Ямало-Ненецкий автономный округ;16;0
"27 лет";Ярославская область;320;220
"28 лет";Алтайский край;330;313
"28 лет";Амурская область;131;115
"28 лет";Архангельская область;120;104
"28 лет";Астраханская область;315;197
"28 лет";Белгородская область;295;265
"28 лет";Брянская область;256;119
"28 лет";Владимирская область;256;153
"28 лет";Волгоградская область;592;350
"28 лет";Вологодская область;217;122
"28 лет";Воронежская область;751;345
"28 лет";г. Москва;4996;4117
"28 лет";г.Санкт-Петербург;1618;1251
"28 лет";г.Севастополь;79;40
"28 лет";Еврейская автономная область;22;29
"28 лет";Забайкальский край;286;275
"28 лет";Ивановская область;222;88
"28 лет";Иркутская область;806;537
"28 лет";Кабардино-Балкарская Республика;103;60
"28 лет";Калининградская область;171;99
"28 лет";Калужская область;137;141
"28 лет";Камчатский край;58;60
"28 лет";Карачаево-Черкесская Республика;65;36
"28 лет";Кемеровская область;440;278
"28 лет";Кировская область;189;179
"28 лет";Костромская область;92;65
"28 лет";Краснодарский край;665;516
"28 лет";Красноярский край;557;476
"28 лет";Курганская область;184;185
"28 лет";Курская область;337;280
"28 лет";Ленинградская область;111;90
"28 лет";Липецкая область;209;118
"28 лет";Магаданская область;42;34
"28 лет";Московская область;804;423
"28 лет";Мурманская область;111;40
"28 лет";Нижегородская область;599;333
"28 лет";Новгородская область;55;43
"28 лет";Новосибирская область;551;477
"28 лет";Омская область;851;710
"28 лет";Оренбургская область;355;304
"28 лет";Орловская область;306;223
"28 лет";Пензенская область;188;246
"28 лет";Пермский край;421;272
"28 лет";Приморский край;328;198
"28 лет";Псковская область;178;115
"28 лет";Республика Адыгея;266;121
"28 лет";Республика Алтай;19;29
"28 лет";Республика Башкортостан;824;525
"28 лет";Республика Бурятия;156;200
"28 лет";Республика Дагестан;618;329
"28 лет";Республика Ингушетия;170;112
"28 лет";Республика Калмыкия;128;82
"28 лет";Республика Карелия;75;60
"28 лет";Республика Коми;196;97
"28 лет";Республика Крым;181;152
"28 лет";Республика Марий Эл;121;103
"28 лет";Республика Мордовия;144;87
"28 лет";Республика Саха (Якутия);264;257
"28 лет";Республика Северная Осетия - Алания;144;83
"28 лет";Республика Татарстан;945;512
"28 лет";Республика Тыва;68;124
"28 лет";Республика Хакасия;58;83
"28 лет";Ростовская область;1220;638
"28 лет";Рязанская область;280;118
"28 лет";Самарская область;884;611
"28 лет";Саратовская область;578;330
"28 лет";Сахалинская область;64;59
"28 лет";Свердловская область;867;657
"28 лет";Смоленская область;226;148
"28 лет";Ставропольский край;555;388
"28 лет";Тамбовская область;307;321
"28 лет";Тверская область;270;146
"28 лет";Томская область;470;374
"28 лет";Тульская область;297;201
"28 лет";Тюменская область;360;212
"28 лет";Удмуртская Республика;442;315
"28 лет";Ульяновская область;327;158
"28 лет";Хабаровский край;416;323
"28 лет";Ханты-Мансийский автономный округ;191;112
"28 лет";Челябинская область;689;564
"28 лет";Чеченская Республика;193;142
"28 лет";Чувашская Республика;305;222
"28 лет";Чукотский автономный округ;5;3
"28 лет";Ямало-Ненецкий автономный округ;7;0
"28 лет";Ярославская область;231;142
"29 лет";Алтайский край;287;317
"29 лет";Амурская область;99;76
"29 лет";Архангельская область;119;112
"29 лет";Астраханская область;292;179
"29 лет";Белгородская область;297;211
"29 лет";Брянская область;237;139
"29 лет";Владимирская область;258;127
"29 лет";Волгоградская область;458;259
"29 лет";Вологодская область;207;95
"29 лет";Воронежская область;587;324
"29 лет";г. Москва;4570;3645
"29 лет";г.Санкт-Петербург;1380;1069
"29 лет";г.Севастополь;63;40
"29 лет";Еврейская автономная область;9;34
"29 лет";Забайкальский край;242;311
"29 лет";Ивановская область;176;84
"29 лет";Иркутская область;970;504
"29 лет";Кабардино-Балкарская Республика;75;45
"29 лет";Калининградская область;151;73
"29 лет";Калужская область;182;149
"29 лет";Камчатский край;61;43
"29 лет";Карачаево-Черкесская Республика;30;25
"29 лет";Кемеровская область;384;254
"29 лет";Кировская область;180;165
"29 лет";Костромская область;59;54
"29 лет";Краснодарский край;503;505
"29 лет";Красноярский край;505;422
"29 лет";Курганская область;147;199
"29 лет";Курская область;281;232
"29 лет";Ленинградская область;69;95
"29 лет";Липецкая область;159;121
"29 лет";Магаданская область;38;38
"29 лет";Московская область;650;444
"29 лет";Мурманская область;95;43
"29 лет";Нижегородская область;560;324
"29 лет";Новгородская область;52;30
"29 лет";Новосибирская область;478;375
"29 лет";Омская область;832;650
"29 лет";Оренбургская область;293;297
"29 лет";Орловская область;192;190
"29 лет";Пензенская область;190;200
"29 лет";Пермский край;391;305
"29 лет";Приморский край;295;124
"29 лет";Псковская область;178;131
"29 лет";Республика Адыгея;239;94
"29 лет";Республика Алтай;12;32
"29 лет";Республика Башкортостан;772;504
"29 лет";Республика Бурятия;202;222
"29 лет";Республика Дагестан;585;230
"29 лет";Республика Ингушетия;149;104
"29 лет";Республика Калмыкия;89;80
"29 лет";Республика Карелия;66;53
"29 лет";Республика Коми;200;109
"29 лет";Республика Крым;171;145
"29 лет";Республика Марий Эл;117;101
"29 лет";Республика Мордовия;138;79
"29 лет";Республика Саха (Якутия);293;323
"29 лет";Республика Северная Осетия - Алания;137;70
"29 лет";Республика Татарстан;844;527
"29 лет";Республика Тыва;76;102
"29 лет";Республика Хакасия;55;80
"29 лет";Ростовская область;982;584
"29 лет";Рязанская область;309;121
"29 лет";Самарская область;802;505
"29 лет";Саратовская область;502;325
"29 лет";Сахалинская область;87;62
"29 лет";Свердловская область;749;559
"29 лет";Смоленская область;185;147
"29 лет";Ставропольский край;480;341
"29 лет";Тамбовская область;310;170
"29 лет";Тверская область;182;109
"29 лет";Томская область;470;366
"29 лет";Тульская область;306;171
"29 лет";Тюменская область;338;200
"29 лет";Удмуртская Республика;384;313
"29 лет";Ульяновская область;294;153
"29 лет";Хабаровский край;416;321
"29 лет";Ханты-Мансийский автономный округ;174;106
"29 лет";Челябинская область;734;548
"29 лет";Чеченская Республика;178;112
"29 лет";Чувашская Республика;280;182
"29 лет";Чукотский автономный округ;2;1
"29 лет";Ямало-Ненецкий автономный округ;6;1
"29 лет";Ярославская область;173;160
"30–34 года";Алтайский край;1033;1224
"30–34 года";Амурская область;470;372
"30–34 года";Архангельская область;518;586
"30–34 года";Астраханская область;1073;696
"30–34 года";Белгородская область;1108;929
"30–34 года";Брянская область;662;368
"30–34 года";Владимирская область;862;527
"30–34 года";Волгоградская область;1761;1029
"30–34 года";Вологодская область;723;533
"30–34 года";Воронежская область;1768;1140
"30–34 года";г. Москва;14420;14503
"30–34 года";г.Санкт-Петербург;5021;3910
"30–34 года";г.Севастополь;348;203
"30–34 года";Еврейская автономная область;118;144
"30–34 года";Забайкальский край;898;792
"30–34 года";Ивановская область;643;371
"30–34 года";Иркутская область;2070;1546
"30–34 года";Кабардино-Балкарская Республика;201;162
"30–34 года";Калининградская область;592;350
"30–34 года";Калужская область;336;380
"30–34 года";Камчатский край;199;225
"30–34 года";Карачаево-Черкесская Республика;111;63
"30–34 года";Кемеровская область;1785;1215
"30–34 года";Кировская область;827;782
"30–34 года";Костромская область;273;259
"30–34 года";Краснодарский край;1349;1492
"30–34 года";Красноярский край;1574;1160
"30–34 года";Курганская область;605;574
"30–34 года";Курская область;875;889
"30–34 года";Ленинградская область;295;348
"30–34 года";Липецкая область;430;282
"30–34 года";Магаданская область;152;94
"30–34 года";Московская область;1619;1381
"30–34 года";Мурманская область;445;181
"30–34 года";Нижегородская область;1336;956
"30–34 года";Новгородская область;218;195
"30–34 года";Новосибирская область;1934;1825
"30–34 года";Омская область;3216;2690
"30–34 года";Оренбургская область;1188;1301
"30–34 года";Орловская область;523;588
"30–34 года";Пензенская область;400;324
"30–34 года";Пермский край;1090;1063
"30–34 года";Приморский край;1096;611
"30–34 года";Псковская область;457;463
"30–34 года";Республика Адыгея;487;206
"30–34 года";Республика Алтай;57;144
"30–34 года";Республика Башкортостан;3209;2105
"30–34 года";Республика Бурятия;929;867
"30–34 года";Республика Дагестан;870;537
"30–34 года";Республика Ингушетия;156;92
"30–34 года";Республика Калмыкия;289;371
"30–34 года";Республика Карелия;226;270
"30–34 года";Республика Коми;694;463
"30–34 года";Республика Крым;493;469
"30–34 года";Республика Марий Эл;479;405
"30–34 года";Республика Мордовия;422;352
"30–34 года";Республика Саха (Якутия);836;832
"30–34 года";Республика Северная Осетия - Алания;362;221
"30–34 года";Республика Татарстан;2884;1823
"30–34 года";Республика Тыва;261;379
"30–34 года";Республика Хакасия;210;347
"30–34 года";Ростовская область;2902;2265
"30–34 года";Рязанская область;554;249
"30–34 года";Самарская область;3522;2347
"30–34 года";Саратовская область;1672;1325
"30–34 года";Сахалинская область;328;291
"30–34 года";Свердловская область;3034;2488
"30–34 года";Смоленская область;468;474
"30–34 года";Ставропольский край;1364;1219
"30–34 года";Тамбовская область;831;626
"30–34 года";Тверская область;403;370
"30–34 года";Томская область;1988;1664
"30–34 года";Тульская область;1299;777
"30–34 года";Тюменская область;1356;810
"30–34 года";Удмуртская Республика;1505;1085
"30–34 года";Ульяновская область;1099;776
"30–34 года";Хабаровский край;1322;1176
"30–34 года";Ханты-Мансийский автономный округ;603;392
"30–34 года";Челябинская область;2852;2484
"30–34 года";Чеченская Республика;302;254
"30–34 года";Чувашская Республика;1149;818
"30–34 года";Чукотский автономный округ;20;4
"30–34 года";Ямало-Ненецкий автономный округ;25;0
"30–34 года";Ярославская область;651;579
"35–39 лет";Алтайский край;691;1050
"35–39 лет";Амурская область;318;249
"35–39 лет";Архангельская область;297;400
"35–39 лет";Астраханская область;692;474
"35–39 лет";Белгородская область;776;724
"35–39 лет";Брянская область;509;334
"35–39 лет";Владимирская область;690;443
"35–39 лет";Волгоградская область;1142;843
"35–39 лет";Вологодская область;500;418
"35–39 лет";Воронежская область;1250;943
"35–39 лет";г. Москва;9469;11826
"35–39 лет";г.Санкт-Петербург;3088;2707
"35–39 лет";г.Севастополь;277;180
"35–39 лет";Еврейская автономная область;64;111
"35–39 лет";Забайкальский край;608;634
"35–39 лет";Ивановская область;383;253
"35–39 лет";Иркутская область;1437;1094
"35–39 лет";Кабардино-Балкарская Республика;114;118
"35–39 лет";Калининградская область;389;291
"35–39 лет";Калужская область;384;285
"35–39 лет";Камчатский край;162;150
"35–39 лет";Карачаево-Черкесская Республика;112;47
"35–39 лет";Кемеровская область;1124;1018
"35–39 лет";Кировская область;562;551
"35–39 лет";Костромская область;202;174
"35–39 лет";Краснодарский край;901;1220
"35–39 лет";Красноярский край;1075;901
"35–39 лет";Курганская область;385;507
"35–39 лет";Курская область;600;738
"35–39 лет";Ленинградская область;95;271
"35–39 лет";Липецкая область;329;247
"35–39 лет";Магаданская область;140;98
"35–39 лет";Московская область;1222;1205
"35–39 лет";Мурманская область;297;122
"35–39 лет";Нижегородская область;846;658
"35–39 лет";Новгородская область;98;130
"35–39 лет";Новосибирская область;1289;1370
"35–39 лет";Омская область;2349;2164
"35–39 лет";Оренбургская область;733;988
"35–39 лет";Орловская область;354;424
"35–39 лет";Пензенская область;295;288
"35–39 лет";Пермский край;825;769
"35–39 лет";Приморский край;709;520
"35–39 лет";Псковская область;318;308
"35–39 лет";Республика Адыгея;249;173
"35–39 лет";Республика Алтай;37;50
"35–39 лет";Республика Башкортостан;2026;1565
"35–39 лет";Республика Бурятия;699;686
"35–39 лет";Республика Дагестан;537;374
"35–39 лет";Республика Ингушетия;95;102
"35–39 лет";Республика Калмыкия;233;276
"35–39 лет";Республика Карелия;165;156
"35–39 лет";Республика Коми;425;339
"35–39 лет";Республика Крым;470;379
"35–39 лет";Республика Марий Эл;334;357
"35–39 лет";Республика Мордовия;283;254
"35–39 лет";Республика Саха (Якутия);511;490
"35–39 лет";Республика Северная Осетия - Алания;219;201
"35–39 лет";Республика Татарстан;1771;1344
"35–39 лет";Республика Тыва;105;185
"35–39 лет";Республика Хакасия;142;235
